week_start,week_end,iso_year,iso_week,topic_id,topic_label,mean_topic_share,n_active_authors,n_usable_author_week_documents,n_source_posts,boundary_status,plotted,score_scale,week_definition,interpretation
2022-10-31 00:00:00+00:00,2022-11-06 00:00:00+00:00,2022,44,0,Marketing/Social,0.0236185542750994,921,920,1531,complete,True,frozen-model topic probability; author-balanced weekly mean,"ISO week beginning Monday, UTC",weekly composition among authors with usable topic text
2022-10-31 00:00:00+00:00,2022-11-06 00:00:00+00:00,2022,44,1,AI Art Discourse,0.2326396157241165,921,920,1531,complete,True,frozen-model topic probability; author-balanced weekly mean,"ISO week beginning Monday, UTC",weekly composition among authors with usable topic text
2022-10-31 00:00:00+00:00,2022-11-06 00:00:00+00:00,2022,44,2,AI Tools/Code,0.1193054669980305,921,920,1531,complete,True,frozen-model topic probability; author-balanced weekly mean,"ISO week beginning Monday, UTC",weekly composition among authors with usable topic text
2022-10-31 00:00:00+00:00,2022-11-06 00:00:00+00:00,2022,44,3,Bard/LLMs,0.072017021197796,921,920,1531,complete,True,frozen-model topic probability; author-balanced weekly mean,"ISO week beginning Monday, UTC",weekly composition among authors with usable topic text
2022-10-31 00:00:00+00:00,2022-11-06 00:00:00+00:00,2022,44,4,Visual AI Art,0.072705825865984,921,920,1531,complete,True,frozen-model topic probability; author-balanced weekly mean,"ISO week beginning Monday, UTC",weekly composition among authors with usable topic text
2022-10-31 00:00:00+00:00,2022-11-06 00:00:00+00:00,2022,44,5,Bot/Spam,0.0064111604455122,921,920,1531,complete,True,frozen-model topic probability; author-balanced weekly mean,"ISO week beginning Monday, UTC",weekly composition among authors with usable topic text
2022-10-31 00:00:00+00:00,2022-11-06 00:00:00+00:00,2022,44,6,Tech/Programming,0.0709668223228974,921,920,1531,complete,True,frozen-model topic probability; author-balanced weekly mean,"ISO week beginning Monday, UTC",weekly composition among authors with usable topic text
2022-10-31 00:00:00+00:00,2022-11-06 00:00:00+00:00,2022,44,7,News/Updates,0.0116114096666004,921,920,1531,complete,True,frozen-model topic probability; author-balanced weekly mean,"ISO week beginning Monday, UTC",weekly composition among authors with usable topic text
2022-10-31 00:00:00+00:00,2022-11-06 00:00:00+00:00,2022,44,8,NFT/Crypto,0.0234026997395433,921,920,1531,complete,True,frozen-model topic probability; author-balanced weekly mean,"ISO week beginning Monday, UTC",weekly composition among authors with usable topic text
2022-10-31 00:00:00+00:00,2022-11-06 00:00:00+00:00,2022,44,9,Web3/DeFi,0.0124961886407776,921,920,1531,complete,True,frozen-model topic probability; author-balanced weekly mean,"ISO week beginning Monday, UTC",weekly composition among authors with usable topic text
2022-10-31 00:00:00+00:00,2022-11-06 00:00:00+00:00,2022,44,10,General AI,0.3472610996941117,921,920,1531,complete,True,frozen-model topic probability; author-balanced weekly mean,"ISO week beginning Monday, UTC",weekly composition among authors with usable topic text
2022-10-31 00:00:00+00:00,2022-11-06 00:00:00+00:00,2022,44,11,Trading/Invest,0.0075640454647624,921,920,1531,complete,True,frozen-model topic probability; author-balanced weekly mean,"ISO week beginning Monday, UTC",weekly composition among authors with usable topic text
2022-11-07 00:00:00+00:00,2022-11-13 00:00:00+00:00,2022,45,0,Marketing/Social,0.0271591116175605,1711,1709,2935,complete,True,frozen-model topic probability; author-balanced weekly mean,"ISO week beginning Monday, UTC",weekly composition among authors with usable topic text
2022-11-07 00:00:00+00:00,2022-11-13 00:00:00+00:00,2022,45,1,AI Art Discourse,0.2774744648794944,1711,1709,2935,complete,True,frozen-model topic probability; author-balanced weekly mean,"ISO week beginning Monday, UTC",weekly composition among authors with usable topic text
2022-11-07 00:00:00+00:00,2022-11-13 00:00:00+00:00,2022,45,2,AI Tools/Code,0.1052797754217133,1711,1709,2935,complete,True,frozen-model topic probability; author-balanced weekly mean,"ISO week beginning Monday, UTC",weekly composition among authors with usable topic text
2022-11-07 00:00:00+00:00,2022-11-13 00:00:00+00:00,2022,45,3,Bard/LLMs,0.0742606229076433,1711,1709,2935,complete,True,frozen-model topic probability; author-balanced weekly mean,"ISO week beginning Monday, UTC",weekly composition among authors with usable topic text
2022-11-07 00:00:00+00:00,2022-11-13 00:00:00+00:00,2022,45,4,Visual AI Art,0.0617722898703041,1711,1709,2935,complete,True,frozen-model topic probability; author-balanced weekly mean,"ISO week beginning Monday, UTC",weekly composition among authors with usable topic text
2022-11-07 00:00:00+00:00,2022-11-13 00:00:00+00:00,2022,45,5,Bot/Spam,0.0064626242276255,1711,1709,2935,complete,True,frozen-model topic probability; author-balanced weekly mean,"ISO week beginning Monday, UTC",weekly composition among authors with usable topic text
2022-11-07 00:00:00+00:00,2022-11-13 00:00:00+00:00,2022,45,6,Tech/Programming,0.0656006824447795,1711,1709,2935,complete,True,frozen-model topic probability; author-balanced weekly mean,"ISO week beginning Monday, UTC",weekly composition among authors with usable topic text
2022-11-07 00:00:00+00:00,2022-11-13 00:00:00+00:00,2022,45,7,News/Updates,0.0109596564638687,1711,1709,2935,complete,True,frozen-model topic probability; author-balanced weekly mean,"ISO week beginning Monday, UTC",weekly composition among authors with usable topic text
2022-11-07 00:00:00+00:00,2022-11-13 00:00:00+00:00,2022,45,8,NFT/Crypto,0.0303362590047497,1711,1709,2935,complete,True,frozen-model topic probability; author-balanced weekly mean,"ISO week beginning Monday, UTC",weekly composition among authors with usable topic text
2022-11-07 00:00:00+00:00,2022-11-13 00:00:00+00:00,2022,45,9,Web3/DeFi,0.0148039557870616,1711,1709,2935,complete,True,frozen-model topic probability; author-balanced weekly mean,"ISO week beginning Monday, UTC",weekly composition among authors with usable topic text
2022-11-07 00:00:00+00:00,2022-11-13 00:00:00+00:00,2022,45,10,General AI,0.3174068325721101,1711,1709,2935,complete,True,frozen-model topic probability; author-balanced weekly mean,"ISO week beginning Monday, UTC",weekly composition among authors with usable topic text
2022-11-07 00:00:00+00:00,2022-11-13 00:00:00+00:00,2022,45,11,Trading/Invest,0.0084836368093317,1711,1709,2935,complete,True,frozen-model topic probability; author-balanced weekly mean,"ISO week beginning Monday, UTC",weekly composition among authors with usable topic text
2022-11-14 00:00:00+00:00,2022-11-20 00:00:00+00:00,2022,46,0,Marketing/Social,0.0185447503597832,25357,25249,74658,complete,True,frozen-model topic probability; author-balanced weekly mean,"ISO week beginning Monday, UTC",weekly composition among authors with usable topic text
2022-11-14 00:00:00+00:00,2022-11-20 00:00:00+00:00,2022,46,1,AI Art Discourse,0.4385195200172823,25357,25249,74658,complete,True,frozen-model topic probability; author-balanced weekly mean,"ISO week beginning Monday, UTC",weekly composition among authors with usable topic text
2022-11-14 00:00:00+00:00,2022-11-20 00:00:00+00:00,2022,46,2,AI Tools/Code,0.1183948473182351,25357,25249,74658,complete,True,frozen-model topic probability; author-balanced weekly mean,"ISO week beginning Monday, UTC",weekly composition among authors with usable topic text
2022-11-14 00:00:00+00:00,2022-11-20 00:00:00+00:00,2022,46,3,Bard/LLMs,0.0653447983018989,25357,25249,74658,complete,True,frozen-model topic probability; author-balanced weekly mean,"ISO week beginning Monday, UTC",weekly composition among authors with usable topic text
2022-11-14 00:00:00+00:00,2022-11-20 00:00:00+00:00,2022,46,4,Visual AI Art,0.0357251449804545,25357,25249,74658,complete,True,frozen-model topic probability; author-balanced weekly mean,"ISO week beginning Monday, UTC",weekly composition among authors with usable topic text
2022-11-14 00:00:00+00:00,2022-11-20 00:00:00+00:00,2022,46,5,Bot/Spam,0.0076883641723727,25357,25249,74658,complete,True,frozen-model topic probability; author-balanced weekly mean,"ISO week beginning Monday, UTC",weekly composition among authors with usable topic text
2022-11-14 00:00:00+00:00,2022-11-20 00:00:00+00:00,2022,46,6,Tech/Programming,0.0187836089675749,25357,25249,74658,complete,True,frozen-model topic probability; author-balanced weekly mean,"ISO week beginning Monday, UTC",weekly composition among authors with usable topic text
2022-11-14 00:00:00+00:00,2022-11-20 00:00:00+00:00,2022,46,7,News/Updates,0.0128270399800567,25357,25249,74658,complete,True,frozen-model topic probability; author-balanced weekly mean,"ISO week beginning Monday, UTC",weekly composition among authors with usable topic text
2022-11-14 00:00:00+00:00,2022-11-20 00:00:00+00:00,2022,46,8,NFT/Crypto,0.0151957323352393,25357,25249,74658,complete,True,frozen-model topic probability; author-balanced weekly mean,"ISO week beginning Monday, UTC",weekly composition among authors with usable topic text
2022-11-14 00:00:00+00:00,2022-11-20 00:00:00+00:00,2022,46,9,Web3/DeFi,0.0113093965841346,25357,25249,74658,complete,True,frozen-model topic probability; author-balanced weekly mean,"ISO week beginning Monday, UTC",weekly composition among authors with usable topic text
2022-11-14 00:00:00+00:00,2022-11-20 00:00:00+00:00,2022,46,10,General AI,0.2492814525944943,25357,25249,74658,complete,True,frozen-model topic probability; author-balanced weekly mean,"ISO week beginning Monday, UTC",weekly composition among authors with usable topic text
2022-11-14 00:00:00+00:00,2022-11-20 00:00:00+00:00,2022,46,11,Trading/Invest,0.0083852424652627,25357,25249,74658,complete,True,frozen-model topic probability; author-balanced weekly mean,"ISO week beginning Monday, UTC",weekly composition among authors with usable topic text
2022-11-21 00:00:00+00:00,2022-11-27 00:00:00+00:00,2022,47,0,Marketing/Social,0.020625878191037,26673,26562,79364,complete,True,frozen-model topic probability; author-balanced weekly mean,"ISO week beginning Monday, UTC",weekly composition among authors with usable topic text
2022-11-21 00:00:00+00:00,2022-11-27 00:00:00+00:00,2022,47,1,AI Art Discourse,0.4441400822947743,26673,26562,79364,complete,True,frozen-model topic probability; author-balanced weekly mean,"ISO week beginning Monday, UTC",weekly composition among authors with usable topic text
2022-11-21 00:00:00+00:00,2022-11-27 00:00:00+00:00,2022,47,2,AI Tools/Code,0.1084621190593208,26673,26562,79364,complete,True,frozen-model topic probability; author-balanced weekly mean,"ISO week beginning Monday, UTC",weekly composition among authors with usable topic text
2022-11-21 00:00:00+00:00,2022-11-27 00:00:00+00:00,2022,47,3,Bard/LLMs,0.0677716625792156,26673,26562,79364,complete,True,frozen-model topic probability; author-balanced weekly mean,"ISO week beginning Monday, UTC",weekly composition among authors with usable topic text
2022-11-21 00:00:00+00:00,2022-11-27 00:00:00+00:00,2022,47,4,Visual AI Art,0.0363143121743221,26673,26562,79364,complete,True,frozen-model topic probability; author-balanced weekly mean,"ISO week beginning Monday, UTC",weekly composition among authors with usable topic text
2022-11-21 00:00:00+00:00,2022-11-27 00:00:00+00:00,2022,47,5,Bot/Spam,0.0072374117339638,26673,26562,79364,complete,True,frozen-model topic probability; author-balanced weekly mean,"ISO week beginning Monday, UTC",weekly composition among authors with usable topic text
2022-11-21 00:00:00+00:00,2022-11-27 00:00:00+00:00,2022,47,6,Tech/Programming,0.0182231127062593,26673,26562,79364,complete,True,frozen-model topic probability; author-balanced weekly mean,"ISO week beginning Monday, UTC",weekly composition among authors with usable topic text
2022-11-21 00:00:00+00:00,2022-11-27 00:00:00+00:00,2022,47,7,News/Updates,0.0132500930798344,26673,26562,79364,complete,True,frozen-model topic probability; author-balanced weekly mean,"ISO week beginning Monday, UTC",weekly composition among authors with usable topic text
2022-11-21 00:00:00+00:00,2022-11-27 00:00:00+00:00,2022,47,8,NFT/Crypto,0.0142787510916825,26673,26562,79364,complete,True,frozen-model topic probability; author-balanced weekly mean,"ISO week beginning Monday, UTC",weekly composition among authors with usable topic text
2022-11-21 00:00:00+00:00,2022-11-27 00:00:00+00:00,2022,47,9,Web3/DeFi,0.0099778904651782,26673,26562,79364,complete,True,frozen-model topic probability; author-balanced weekly mean,"ISO week beginning Monday, UTC",weekly composition among authors with usable topic text
2022-11-21 00:00:00+00:00,2022-11-27 00:00:00+00:00,2022,47,10,General AI,0.2508620878457883,26673,26562,79364,complete,True,frozen-model topic probability; author-balanced weekly mean,"ISO week beginning Monday, UTC",weekly composition among authors with usable topic text
2022-11-21 00:00:00+00:00,2022-11-27 00:00:00+00:00,2022,47,11,Trading/Invest,0.0088565008735446,26673,26562,79364,complete,True,frozen-model topic probability; author-balanced weekly mean,"ISO week beginning Monday, UTC",weekly composition among authors with usable topic text
2022-11-28 00:00:00+00:00,2022-12-04 00:00:00+00:00,2022,48,0,Marketing/Social,0.0152350800129629,57128,56825,172061,complete,True,frozen-model topic probability; author-balanced weekly mean,"ISO week beginning Monday, UTC",weekly composition among authors with usable topic text
2022-11-28 00:00:00+00:00,2022-12-04 00:00:00+00:00,2022,48,1,AI Art Discourse,0.552514550798511,57128,56825,172061,complete,True,frozen-model topic probability; author-balanced weekly mean,"ISO week beginning Monday, UTC",weekly composition among authors with usable topic text
2022-11-28 00:00:00+00:00,2022-12-04 00:00:00+00:00,2022,48,2,AI Tools/Code,0.1352396992138356,57128,56825,172061,complete,True,frozen-model topic probability; author-balanced weekly mean,"ISO week beginning Monday, UTC",weekly composition among authors with usable topic text
